"Avaliando IDEPB - 2017
RESULTADOS POR ESCOLA
LÍNGUA PORTUGUESA/MATEMÁTICA
Rede Estadual";;;;;;;;;;;;;
Retorna Índice.;;;;;;;;;;;;;
Código da Etapa de Escolaridade;Etapa de Escolaridade;Rede de Ensino;Código de GRE;GRE;Código de Município;Município;Código da Escola;Escola;Nota Média Padronizada - LP;Nota Média Padronizada - MT;Indicador de Desempenho;Indicador de Fluxo;IDEPB
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2505105;CUITE;25055836;EEEFM ORLANDO VENANCIO DOS SANTOS;4,54;4,53;4,54;0,68;3,09
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2516151;SOSSEGO;25056581;EEEFM JOSE VITORINO DE MEDEIROS;3,62;3,69;3,65;0,80;2,90
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2510105;NOVA FLORESTA;25056620;EEEFM JOSE ROLDERICK DE OLIVEIRA;4,32;3,81;4,06;0,80;3,25
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2511400;PICUI;25115723;EEEF FELIPE TIAGO GOMES;4,28;4,15;4,21;0,78;3,28
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2501534;BARAUNA;25118579;EEEM PREFEITO SEVERINO PEREIRA GOMES;4,50;4,11;4,30;0,54;2,31
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2505352;DAMIAO;25123203;EEEM FRANCISCO MARQUES DE MELO;4,34;4,63;4,49;0,79;3,56
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2505105;CUITE;25127659;EEEFM PEDRO HENRIQUE DA SILVA;3,98;3,49;3,74;0,79;2,94
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2511103;PEDRA LAVRADA;25153200;EEEM MATILDES DE MELO BURUTI;4,03;3,72;3,87;0,64;2,48
18;5º ano do Ensino Fundamental;ESTADUAL;4;4ª GRE-CUITE;2515401;SAO VICENTE DO SERIDO;25043870;EEEF INACIO CLAUDINO;5,03;5,14;5,08;0,90;4,55
18;5º ano do Ensino Fundamental;ESTADUAL;4;4ª GRE-CUITE;2501609;BARRA DE SANTA ROSA;25055062;EEEF PROF JOSE COELHO;5,46;5,32;5,39;0,92;4,96
18;5º ano do Ensino Fundamental;ESTADUAL;4;4ª GRE-CUITE;2505105;CUITE;25055852;EEEF ANDRE VIDAL DE NEGREIROS;4,98;5,23;5,10;0,99;5,05
18;5º ano do Ensino Fundamental;ESTADUAL;4;4ª GRE-CUITE;2510105;NOVA FLORESTA;25056611;EEEF DEP JOSE PEREIRA;4,78;4,88;4,83;0,96;4,66
41;9º ano do Ensino Fundamental;ESTADUAL;4;4ª GRE-CUITE;2515401;SAO VICENTE DO SERIDO;25043870;EEEF INACIO CLAUDINO;4,68;5,25;4,96;0,83;4,10
41;9º ano do Ensino Fundamental;ESTADUAL;4;4ª GRE-CUITE;2501609;BARRA DE SANTA ROSA;25055046;EEEFM JOSE LUIZ NETO;4,90;5,40;5,15;0,79;4,08
41;9º ano do Ensino Fundamental;ESTADUAL;4;4ª GRE-CUITE;2505105;CUITE;25055852;EEEF ANDRE VIDAL DE NEGREIROS;5,32;5,18;5,25;0,76;4,01
41;9º ano do Ensino Fundamental;ESTADUAL;4;4ª GRE-CUITE;2516151;SOSSEGO;25056581;EEEFM JOSE VITORINO DE MEDEIROS;4,73;4,66;4,70;0,66;3,11
41;9º ano do Ensino Fundamental;ESTADUAL;4;4ª GRE-CUITE;2510105;NOVA FLORESTA;25056620;EEEFM JOSE ROLDERICK DE OLIVEIRA;4,67;4,60;4,64;0,83;3,85
41;9º ano do Ensino Fundamental;ESTADUAL;4;4ª GRE-CUITE;2511400;PICUI;25115723;EEEF FELIPE TIAGO GOMES;4,78;5,37;5,08;0,74;3,74
41;9º ano do Ensino Fundamental;ESTADUAL;4;4ª GRE-CUITE;2505105;CUITE;25127659;EEEFM PEDRO HENRIQUE DA SILVA;4,85;5,30;5,08;0,87;4,40
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2503902;CAMALAU;25044362;EEEFM PEDRO BEZERRA FILHO;4,64;4,43;4,53;0,84;3,79
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2504702;CONGO;25044788;EEEFM MANOEL ALVES CAMPOS;4,72;4,52;4,62;0,84;3,90
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2509701;MONTEIRO;25045377;EEEFM JOSE LEITE DE SOUSA;3,96;4,03;4,00;0,79;3,17
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2509701;MONTEIRO;25045466;EEEM BENTO TENORIO DE SOUSA ESCOLA DO CAMPO;3,99;4,71;4,35;0,84;3,66
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2510600;OURO VELHO;25046764;EEEFM NOSSA SRA DAS GRACAS;3,55;3,04;3,30;0,98;3,23
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2512200;PRATA;25046950;EEEIEF FRANCISCO DE ASSIS GONZAGA;4,70;4,49;4,59;0,86;3,97
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2514107;SAO JOAO DO TIGRE;25047116;EEEFM MARIO OLIVEIRA CHAVES;3,53;3,44;3,49;0,80;2,80
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2514800;SAO JOSE DOS CORDEIROS;25047450;EEEFM BARTOLOMEU MARACAJA;3,90;3,36;3,63;0,89;3,23
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2510659;PARARI;25047469;EEEFM JAIRO AIRES CALUETE;4,45;4,08;4,27;0,84;3,60
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2517407;ZABELE;25048368;EEEFM PROF MARIA CELESTE DO NASCIMENTO;4,55;4,08;4,31;0,95;4,08
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2515500;SERRA BRANCA;25048775;EEEFM MARIA BALBINA PEREIRA;3,93;4,21;4,07;0,80;3,26
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2515500;SERRA BRANCA;25048880;EEEFM SENADOR JOSE GAUDENCIO;4,82;4,52;4,67;0,81;3,77
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2504850;COXIXOLA;25049372;EEEIFM MANOEL HONORATO SOBRINHO;4,47;4,40;4,43;0,96;4,27
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2516300;SUME;25049496;EEEFM PROF JOSE GONCALVES DE QUEIROZ;4,59;4,46;4,53;0,78;3,52
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2500734;AMPARO;25049640;EEEF DE AMPARO;2,73;3,34;3,04;0,93;2,82
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2506509;GURJAO;25053728;EEEFM JUAREZ MARACAJA;4,05;3,83;3,94;0,59;2,32
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2513851;SANTO ANDRE;25054023;EEEFM DEP ALVARO G QUEIROZ;4,85;4,02;4,44;0,77;3,43
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2514008;SAO JOAO DO CARIRI;25054180;EEEFM JORNALISTA JOSE LEAL RAMOS;4,64;4,07;4,35;0,75;3,25
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2504074;CARAUBAS;25054490;EEEFM CEL SERVELIANO DE FARIAS CASTRO;4,68;4,12;4,40;0,90;3,94
27;3ª série do Ensino Médio;ESTADUAL;5;5ª GRE-MONTEIRO;2509701;MONTEIRO;25115359;EEEF JOAO DE OLIVEIRA CHAVES;3,62;3,57;3,59;0,86;3,08
18;5º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2509701;MONTEIRO;25045555;EEEF MIGUEL SANTA CRUZ;5,36;5,25;5,30;0,87;4,60
18;5º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2512200;PRATA;25046969;EEEIEF PLINIO LEMOS;5,10;5,10;5,10;1,00;5,10
18;5º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2514800;SAO JOSE DOS CORDEIROS;25047450;EEEFM BARTOLOMEU MARACAJA;5,26;5,52;5,39;1,00;5,39
41;9º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2504702;CONGO;25044788;EEEFM MANOEL ALVES CAMPOS;3,92;4,43;4,18;0,86;3,61
41;9º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2509701;MONTEIRO;25045555;EEEF MIGUEL SANTA CRUZ;4,07;4,31;4,19;0,91;3,82
41;9º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2512200;PRATA;25046950;EEEIEF FRANCISCO DE ASSIS GONZAGA;5,97;5,77;5,87;0,94;5,49
41;9º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2514800;SAO JOSE DOS CORDEIROS;25047450;EEEFM BARTOLOMEU MARACAJA;4,83;4,71;4,77;0,77;3,65
41;9º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2510659;PARARI;25047469;EEEFM JAIRO AIRES CALUETE;4,31;4,27;4,29;0,71;3,06
41;9º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2517407;ZABELE;25048368;EEEFM PROF MARIA CELESTE DO NASCIMENTO;3,93;4,12;4,03;0,99;3,97
41;9º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2515500;SERRA BRANCA;25048775;EEEFM MARIA BALBINA PEREIRA;4,28;4,45;4,37;0,80;3,48
41;9º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2515500;SERRA BRANCA;25048848;EEEF VASCONCELOS BRANDAO;5,53;6,89;6,21;0,69;4,31
41;9º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2504850;COXIXOLA;25049372;EEEIFM MANOEL HONORATO SOBRINHO;5,08;5,23;5,15;0,86;4,42
41;9º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2514008;SAO JOAO DO CARIRI;25054155;EEEF SEVERINO MEDEIROS RAMOS;5,80;6,63;6,22;0,95;5,89
41;9º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2514008;SAO JOAO DO CARIRI;25054180;EEEFM JORNALISTA JOSE LEAL RAMOS;5,58;5,31;5,45;0,78;4,25
41;9º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2504074;CARAUBAS;25054490;EEEFM CEL SERVELIANO DE FARIAS CASTRO;5,60;5,23;5,41;0,90;4,87
41;9º ano do Ensino Fundamental;ESTADUAL;5;5ª GRE-MONTEIRO;2509701;MONTEIRO;25115359;EEEF JOAO DE OLIVEIRA CHAVES;3,56;3,79;3,68;0,44;1,63
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2508802;MALTA;25014692;EEEFM DR ANTONIO F MEDEIROS;4,21;4,64;4,42;0,81;3,59
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2503407;CACIMBA DE AREIA;25019813;EEEFM ALDO SATIRO XAVIER;3,62;3,78;3,70;0,95;3,52
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2508703;MAE D AGUA;25020102;EEEFM FRANCISCO ROMANO DA SILVEIRA;4,72;4,79;4,76;0,86;4,09
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2510709;PASSAGEM;25020366;EEEM CONEGO MACHADO;4,82;4,56;4,69;0,89;4,15
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2501153;AREIA DE BARAUNAS;25020374;EEEFM CLOVIS SATIRO;4,08;3,43;3,76;0,86;3,24
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020650;EEEF CAIC DR ROMERO ABDON Q DA NOBREGA;3,42;3,87;3,65;0,56;2,05
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020854;EEEFM DR DIONISIO DA COSTA;4,43;4,05;4,24;0,83;3,50
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020889;EEEFM LUCIA WANDERLEY DE FREITAS;4,92;4,82;4,87;0,92;4,46
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020900;EEEFM ANTONIA ARAUJO;4,13;4,12;4,12;0,85;3,50
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020927;EEEFM AUZANIR LACERDA;4,48;4,22;4,35;0,81;3,53
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020935;EEEFM MONSENHOR MANUEL VIEIRA;5,04;4,72;4,88;0,93;4,55
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020960;EEEF CORIOLANO DE MEDEIROS;3,88;3,69;3,79;0,67;2,54
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020986;EEEF RIO BRANCO;2,46;2,96;2,71;0,61;1,66
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25021427;ENE D EXPEDITO E DE OLIVEIRA;2,97;2,86;2,91;0,41;1,20
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2512606;QUIXABA;25022059;EEEFM HERCULANO PEREIRA;3,82;3,74;3,78;0,68;2,55
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2513802;SANTA TERESINHA;25022296;EEEFM PROFESSOR JOAO NOBERTO;4,12;3,79;3,95;0,88;3,50
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2514404;SAO JOSE DE ESPINHARAS;25022652;EEEFM JOSE AMERICO DE ALMEIDA;3,61;3,78;3,69;0,79;2,92
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2514602;SAO JOSE DO BONFIM;25023187;EEEFM MARIA DE LOURDES MEIRA;3,66;3,45;3,56;0,91;3,23
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2504207;CATINGUEIRA;25024175;EEEFM INACIO DA CATINGUEIRA;4,95;4,44;4,70;0,79;3,73
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2505907;EMAS;25025368;EEEFM PROFª MARGARIDA REMIGIO LOUREIRO;4,43;4,05;4,24;0,90;3,80
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2505402;DESTERRO;25033786;EEEFM GERTRUDES LEITE;4,32;4,03;4,18;0,77;3,22
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2503555;CACIMBAS;25033794;EEEFM PEDRO TERTO DA CUNHA;3,12;3,30;3,21;0,76;2,44
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2509396;MATUREIA;25037781;EEEFM ANTONIO MOACIR DANTAS CAVALCANTI;3,48;3,26;3,37;0,73;2,45
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2516706;TEIXEIRA;25037803;EEEFM SEBASTIAO GUEDES DA SILVA;4,10;4,03;4,07;0,75;3,05
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2507804;JUNCO DO SERIDO;25038478;EEEFM EZEQUIEL FERNANDES;4,61;4,29;4,45;0,81;3,60
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2513000;SALGADINHO;25038796;EEEM FENELON NOBREGA;4,26;3,74;4,00;0,82;3,29
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2513406;SANTA LUZIA;25039032;EEEFM PE JERONIMO LAUWEN;4,34;4,15;4,25;0,83;3,53
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2514701;SAO JOSE DO SABUGI;25039504;EEEFM OLAVO BILAC;3,91;4,11;4,01;0,79;3,16
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2517100;VARZEA;25040600;EEEM PROFº ODILON DE FIGUEIREDO;4,25;4,62;4,44;0,83;3,68
27;3ª série do Ensino Médio;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25103563;EEEFM PROFESSOR JOSE GOMES ALVES;4,36;4,09;4,22;0,64;2,70
18;5º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020900;EEEFM ANTONIA ARAUJO;6,23;6,60;6,42;0,96;6,14
18;5º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020978;EEEF PROFA MARIA NUNES;4,99;5,09;5,04;0,94;4,76
18;5º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25021427;ENE D EXPEDITO E DE OLIVEIRA;4,52;4,43;4,47;0,93;4,14
18;5º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2514404;SAO JOSE DE ESPINHARAS;25022652;EEEFM JOSE AMERICO DE ALMEIDA;4,46;4,32;4,39;0,90;3,94
18;5º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2504207;CATINGUEIRA;25024175;EEEFM INACIO DA CATINGUEIRA;4,06;4,47;4,26;0,87;3,69
18;5º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2505402;DESTERRO;25033816;EEEF SILVEIRA DANTAS;4,81;4,69;4,75;0,93;4,41
18;5º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2516706;TEIXEIRA;25037846;EEEF DR MANOEL DANTAS;6,21;5,36;5,78;0,83;4,82
18;5º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2513406;SANTA LUZIA;25039040;EEEF MONSENHOR PEDRO ANISIO;6,58;6,70;6,64;0,98;6,52
18;5º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2513406;SANTA LUZIA;25039075;EEEFM ARLINDO BENTO DE MORAIS;5,42;5,45;5,44;0,91;4,92
18;5º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2513406;SANTA LUZIA;25039083;EEEIEF COELHO LISBOA;5,44;6,36;5,90;0,98;5,80
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2508802;MALTA;25014692;EEEFM DR ANTONIO F MEDEIROS;4,59;4,72;4,65;0,64;2,97
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020650;EEEF CAIC DR ROMERO ABDON Q DA NOBREGA;4,22;4,32;4,27;0,70;2,97
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020900;EEEFM ANTONIA ARAUJO;5,27;5,50;5,39;0,96;5,18
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020960;EEEF CORIOLANO DE MEDEIROS;5,17;5,16;5,17;0,87;4,51
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020978;EEEF PROFA MARIA NUNES;4,45;4,24;4,34;0,80;3,46
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25020986;EEEF RIO BRANCO;5,22;4,82;5,02;0,88;4,41
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25021427;ENE D EXPEDITO E DE OLIVEIRA;3,97;3,93;3,95;0,83;3,28
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2513802;SANTA TERESINHA;25022296;EEEFM PROFESSOR JOAO NOBERTO;4,66;4,58;4,62;0,90;4,14
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2514404;SAO JOSE DE ESPINHARAS;25022652;EEEFM JOSE AMERICO DE ALMEIDA;4,87;4,92;4,90;0,78;3,84
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2505907;EMAS;25025368;EEEFM PROFª MARGARIDA REMIGIO LOUREIRO;3,53;4,76;4,15;0,81;3,35
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2505402;DESTERRO;25033786;EEEFM GERTRUDES LEITE;4,42;4,66;4,54;0,66;2,98
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2503555;CACIMBAS;25033794;EEEFM PEDRO TERTO DA CUNHA;5,13;4,40;4,77;0,55;2,63
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2505402;DESTERRO;25033816;EEEF SILVEIRA DANTAS;5,34;4,88;5,11;0,69;3,51
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2516706;TEIXEIRA;25037846;EEEF DR MANOEL DANTAS;4,60;4,70;4,65;0,68;3,17
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2507804;JUNCO DO SERIDO;25038478;EEEFM EZEQUIEL FERNANDES;3,52;3,79;3,65;0,95;3,46
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2513406;SANTA LUZIA;25039075;EEEFM ARLINDO BENTO DE MORAIS;5,79;6,19;5,99;0,88;5,26
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2513406;SANTA LUZIA;25039083;EEEIEF COELHO LISBOA;4,19;4,70;4,44;0,90;4,02
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2514701;SAO JOSE DO SABUGI;25039504;EEEFM OLAVO BILAC;4,10;4,63;4,37;0,87;3,81
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2514909;SAO MAMEDE;25039997;EEEFM NAPOLEAO ABDON DA NOBREGA;5,07;5,44;5,26;0,66;3,45
41;9º ano do Ensino Fundamental;ESTADUAL;6;6ª GRE-PATOS;2510808;PATOS;25103563;EEEFM PROFESSOR JOSE GOMES ALVES;4,78;4,65;4,71;0,59;2,79
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2500205;AGUIAR;25023489;EEEM AGENOR MENDES PEDROSA;3,46;3,45;3,46;0,85;2,93
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2502607;IGARACY;25023896;EEEFM JOSELITA BRASILEIRO;4,72;4,74;4,73;0,79;3,75
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2504801;COREMAS;25024558;EEEFM ADVOGADO NOBEL VITA;4,61;4,83;4,72;0,88;4,13
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2510204;NOVA OLINDA;25025635;EEEFM JOAO LEITE NETO;4,18;4,15;4,16;0,79;3,27
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2510402;OLHO D AGUA;25025830;EEEIFM ANTONIO AVELINO DE ALMEIDA;4,12;4,69;4,40;0,88;3,89
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2511301;PIANCO;25027026;ENE SANTO ANTONIO;3,76;3,77;3,77;0,72;2,70
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2513604;SANTANA DOS GARROTES;25027174;EEEM DR FELIZARDO TEOTONIO DANTAS;3,50;3,44;3,47;0,77;2,66
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2504405;CONCEICAO;25027930;EEEFM MAESTRO JOSE SIQUEIRA;3,92;3,57;3,75;0,62;2,34
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2513356;SANTA INES;25028103;EEEFM ENEAS LEITE;4,59;4,56;4,58;0,84;3,82
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2505303;CURRAL VELHO;25029576;EEEFMCORONEL ZUZA LACERDA;4,01;4,10;4,06;0,76;3,06
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2505600;DIAMANTE;25029789;EEEFM PROFESSORA ADILINA DE SOUZA DINIZ;4,09;4,43;4,26;0,74;3,14
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2506608;IBIARA;25030116;EEEFMI PADRE MANOEL OTAVIANO;3,74;3,72;3,73;0,83;3,08
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2507002;ITAPORANGA;25030566;EEEM ADALGISA TEODULO DA FONSECA;4,47;3,93;4,20;0,73;3,05
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2507002;ITAPORANGA;25031155;ENE PROF FRANCELINO A NEVES;4,61;4,27;4,44;0,69;3,05
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2511004;PEDRA BRANCA;25031481;EEEFM JOAO DE S PRIMO;4,72;4,91;4,81;0,76;3,66
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2513505;SANTANA DE MANGUEIRA;25031783;EEEFM PRESIDENTE KENNEDY;4,79;4,47;4,63;0,82;3,81
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2514305;SAO JOSE DE CAIANA;25032518;EEEFM OTAVIANO L DA SILVA;3,79;4,11;3,95;0,93;3,66
27;3ª série do Ensino Médio;ESTADUAL;7;7ª GRE-ITAPORANGA;2515708;SERRA GRANDE;25032968;EEEFM PROF JOSEFA JUSTINO GOMES;3,99;3,62;3,80;0,88;3,36
18;5º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2510204;NOVA OLINDA;25025627;EEEF MARIA DIONISIA DE SOUSA;5,69;5,81;5,75;0,90;5,19
18;5º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2510204;NOVA OLINDA;25025635;EEEFM JOAO LEITE NETO;5,27;5,75;5,51;0,91;5,02
18;5º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2510402;OLHO D AGUA;25025813;EEEF CONEGO MANOEL OTAVIANO;5,66;7,54;6,60;0,94;6,22
18;5º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2511301;PIANCO;25026488;EEEF MARIA ELIZA MONTENEGRO DE SOUZA;3,77;3,84;3,81;0,61;2,31
18;5º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2513604;SANTANA DOS GARROTES;25027190;EEEF DR FELIZARDO LEITE;3,47;3,84;3,65;0,88;3,21
18;5º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2504405;CONCEICAO;25027980;EEEF BAIRRO SAO JOSE;6,28;8,06;7,17;0,62;4,47
18;5º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2504405;CONCEICAO;25028022;EEEF JOSE LEITE;6,84;7,52;7,18;0,99;7,11
