"IDEPB - 2018
RESULTADOS POR ESCOLA
LÍNGUA PORTUGUESA/MATEMÁTICA";;;;;;;;;;
Etapa de Escolaridade;Rede de Ensino;GRE;Município;Código da Escola;Escola;Nota Média Padronizada - LP;Nota Média Padronizada - MT;Indicador de Desempenho;Indicador de Fluxo;IDEPB
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;BONITO DE SANTA FE;25006223;EEEFM MONSENHOR MORAIS;5,02;5,66;5,34;1,00;5,34
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;BONITO DE SANTA FE;25006231;EEEF JOAQUIM NABUCO;4,47;4,13;4,30;0,68;2,91
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;CACHOEIRA DOS INDIOS;25007092;EEEFM PROFº ADALBERTO DE SOUSA OLIVEIRA;4,97;4,86;4,91;0,85;4,16
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;CAJAZEIRAS;25007718;EEEFM PROF MANOEL MANGUEIRA LIMA;4,30;4,44;4,37;0,48;2,08
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;CAJAZEIRAS;25007726;EEEFM PROFº CRISPIM COELHO;5,82;6,10;5,96;0,43;2,55
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;CAJAZEIRAS;25007742;EEEF DOM MOISES COELHO;5,19;4,83;5,01;0,88;4,42
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;CAJAZEIRAS;25007840;EEEF MONSENHOR JOAO MILANES;4,88;4,43;4,66;0,83;3,88
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;MONTE HOREBE;25009559;EEEFM BONIFACIO SARAIVA DE MOURA;5,11;5,10;5,11;0,63;3,24
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;SANTA HELENA;25009923;EEEF PROFESSOR JOSE BENTO;5,65;4,95;5,30;0,88;4,68
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;SAO JOSE DE PIRANHAS;25010670;EEEF BAIRRO SANTO ANTONIO;4,77;4,53;4,65;0,84;3,90
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;SAO JOSE DE PIRANHAS;25010727;EEEF SANTA MARIA GORETE;4,93;4,86;4,90;0,84;4,13
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;TRIUNFO;25012185;EEEF ANTONIO FRANCISCO DUARTE;4,73;4,52;4,63;0,84;3,90
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;UIRAUNA;25012924;EEEFM JOVELINA GOMES;5,06;4,52;4,79;0,81;3,90
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;UIRAUNA;25012959;EEEF ERNANI SATIRO;4,94;4,64;4,79;0,64;3,07
9º ano do Ensino Fundamental;ESTADUAL;9ª GRE-CAJAZEIRAS;UIRAUNA;25012967;EEEF MONS CONSTANTINO VIEIRA;4,29;6,19;5,24;0,82;4,31
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;SAO JOAO DO RIO DO PEIXE;25004875;ENE MIN JOSE AMERICO DE ALMEIDA;4,55;4,75;4,65;0,59;2,75
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;SAO JOAO DO RIO DO PEIXE;25004883;EEEFM CORONEL JACOB GUILHERME FRANTZ;4,60;4,53;4,56;0,74;3,37
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;SAO JOAO DO RIO DO PEIXE;25004999;EEEF DE BANDARRA;4,59;5,40;4,99;0,74;3,70
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;POCO DE JOSE DE MOURA;25005995;EEEFM PROFª FRANCISCA FONSECA MATIAS;4,51;4,20;4,36;0,84;3,68
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;BOM JESUS;25006029;EEEFM PROF JOAQUIM UMBELINO;5,09;4,77;4,93;0,86;4,22
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;BONITO DE SANTA FE;25006223;EEEFM MONSENHOR MORAIS;4,15;3,97;4,06;0,63;2,57
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;CACHOEIRA DOS INDIOS;25007092;EEEFM PROFº ADALBERTO DE SOUSA OLIVEIRA;4,75;4,53;4,64;0,60;2,79
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;CAJAZEIRAS;25007718;EEEFM PROF MANOEL MANGUEIRA LIMA;4,25;4,16;4,21;0,73;3,09
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;CAJAZEIRAS;25007726;EEEFM PROFº CRISPIM COELHO;4,29;4,40;4,35;0,58;2,53
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;CAJAZEIRAS;25007742;EEEF DOM MOISES COELHO;4,32;4,05;4,19;-;-
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;CAJAZEIRAS;25007785;EEEFM CRISTIANO CARTAXO;4,06;3,77;3,92;0,76;2,99
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;CAJAZEIRAS;25007904;EEEFM MONS CONSTANTINO VIEIRA;4,79;4,53;4,66;0,67;3,11
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;CARRAPATEIRA;25009192;EEEFM JOEL PEREIRA DA SILVA;4,72;4,64;4,68;0,69;3,22
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;MONTE HOREBE;25009559;EEEFM BONIFACIO SARAIVA DE MOURA;4,70;4,96;4,83;0,91;4,41
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;SANTA HELENA;25009931;EEEFM ELAINE SOARES BRASILEIRO;4,74;4,83;4,78;0,85;4,07
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;SAO JOSE DE PIRANHAS;25010565;EEEFM PREFº JOAQUIM LACERDA LEITE;4,16;4,26;4,21;0,71;2,97
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;SAO JOSE DE PIRANHAS;25011669;E EST DE CURSO NORMAL EM NIVEL MEDIO SAO JOSE;4,84;4,47;4,66;0,86;4,01
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;BERNARDINO BATISTA;25012193;EEEFM NELSON BATISTA ALVES;5,12;4,90;5,01;0,59;2,93
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;TRIUNFO;25012207;EEEFM BERNARDINO JOSE BATISTA;4,71;4,71;4,71;0,77;3,65
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;UIRAUNA;25012916;EEEFM DR JOSE DUARTE FILHO;4,33;3,68;4,00;0,80;3,20
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;JOCA CLAUDINO;25012932;EEEFM SAO JOSE OPERARIO;3,60;3,66;3,63;0,79;2,86
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;POCO DANTAS;25012940;EEEFM JOSE NILSON SANTIAGO;4,43;3,75;4,09;0,80;3,27
3ª série do Ensino Médio;ESTADUAL;9ª GRE-CAJAZEIRAS;UIRAUNA;25012967;EEEF MONS CONSTANTINO VIEIRA;3,95;6,20;5,08;0,64;3,26
5º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;NAZAREZINHO;25014960;EEEF MANOEL MENDES;5,36;5,57;5,46;0,83;4,51
5º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SANTA CRUZ;25017071;EEEF PROF NESTOR ANTUNES;6,53;6,84;6,68;0,92;6,17
5º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018060;EEEFM IZIDRA PACIFICO DE ARAUJO;6,95;8,88;7,91;0,85;6,76
5º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018132;EEEF BENTO FREIRE;6,50;6,90;6,70;0,86;5,77
5º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018140;EEEFM CELSO MARIZ;4,69;5,21;4,95;0,72;3,56
5º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018191;EEEFM FRANCISCO CICERO SOBRINHO;6,34;6,59;6,47;0,95;6,15
5º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018221;EEEF CONEGO JOAO CARTAXO ROLIM;5,20;5,45;5,32;0,89;4,76
5º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018256;EEEF DE DEMONSTRACAO DE SOUSA;5,91;5,44;5,68;0,80;4,57
5º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018264;EEEF JAIME MEIRA FONTES;5,97;5,96;5,97;0,81;4,85
5º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018272;EEEFM PROFª DIONE DINIZ OLIVEIRA DIAS;5,47;5,46;5,47;0,87;4,76
5º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018639;EEEF DR THOMAZ PIRES;5,02;5,06;5,04;0,82;4,15
5º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25019228;EEEF ANTONIO TEODORO NETO;4,71;4,97;4,84;0,75;3,62
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;NAZAREZINHO;25014951;EEEFM FRANCISCO AUGUSTO CAMPOS;4,90;5,28;5,09;0,75;3,84
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SANTA CRUZ;25017080;EEEFM VALDEMIRO W DE OLIVEIRA;5,07;5,56;5,31;0,75;3,98
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SAO JOSE DA LAGOA TAPADA;25017438;EEEFM ANTONIO GREGORIO DE LACERDA;4,99;5,32;5,15;0,96;4,95
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018060;EEEFM IZIDRA PACIFICO DE ARAUJO;5,61;7,76;6,68;0,71;4,72
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018078;EEEF ANDRE GADELHA;4,23;5,09;4,66;0,80;3,73
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;APARECIDA;25018094;EEEFM DR JOSE GADELHA;4,54;4,47;4,51;0,84;3,80
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018124;EEEF BATISTA LEITE;5,11;4,99;5,05;0,75;3,77
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018140;EEEFM CELSO MARIZ;4,41;4,47;4,44;0,77;3,40
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018183;EEEFM ESTEVAM MARINHO;4,36;4,70;4,53;0,82;3,72
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018191;EEEFM FRANCISCO CICERO SOBRINHO;5,36;5,04;5,20;0,93;4,83
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018272;EEEFM PROFª DIONE DINIZ OLIVEIRA DIAS;5,06;4,88;4,97;0,88;4,35
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018582;ENE JOSE DE PAIVA GADELHA;5,18;5,13;5,16;0,89;4,61
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018639;EEEF DR THOMAZ PIRES;5,35;5,03;5,19;0,54;2,79
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;SOUSA;25019228;EEEF ANTONIO TEODORO NETO;5,36;4,68;5,02;0,68;3,40
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;MARIZOPOLIS;25019538;EEEFM DR SILVA MARIZ;4,95;4,59;4,77;0,92;4,40
9º ano do Ensino Fundamental;ESTADUAL;10ª GRE-SOUSA;VIEIROPOLIS;25126342;EEEF ANTONIA MARIA ANUNCIACAO DONA DONINHA;4,57;4,64;4,61;0,95;4,37
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;LASTRO;25014412;EEEM NESTORINA ABRANTES;5,14;6,38;5,76;0,85;4,90
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;NAZAREZINHO;25014951;EEEFM FRANCISCO AUGUSTO CAMPOS;4,26;4,04;4,15;0,74;3,07
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;SANTA CRUZ;25017080;EEEFM VALDEMIRO W DE OLIVEIRA;4,60;5,59;5,09;0,82;4,19
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;SAO JOSE DA LAGOA TAPADA;25017438;EEEFM ANTONIO GREGORIO DE LACERDA;3,53;3,65;3,59;0,84;3,00
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018060;EEEFM IZIDRA PACIFICO DE ARAUJO;5,34;7,06;6,20;0,92;5,72
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;APARECIDA;25018094;EEEFM DR JOSE GADELHA;4,50;4,74;4,62;0,86;3,97
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018140;EEEFM CELSO MARIZ;4,58;4,29;4,44;0,77;3,43
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018183;EEEFM ESTEVAM MARINHO;4,52;4,36;4,44;0,95;4,21
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018272;EEEFM PROFª DIONE DINIZ OLIVEIRA DIAS;5,39;5,18;5,28;0,82;4,32
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018280;EEEM MESTRE JULIO SARMENTO;5,53;5,66;5,60;0,86;4,81
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018582;ENE JOSE DE PAIVA GADELHA;4,47;4,38;4,42;0,84;3,72
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;SOUSA;25018639;EEEF DR THOMAZ PIRES;5,03;4,40;4,71;0,69;3,25
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;SOUSA;25019228;EEEF ANTONIO TEODORO NETO;4,71;4,46;4,59;0,72;3,30
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;MARIZOPOLIS;25019538;EEEFM DR SILVA MARIZ;4,15;4,20;4,18;0,79;3,31
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;SAO FRANCISCO;25019597;EEEFM DORGIVAL SILVEIRA;4,63;4,60;4,61;0,97;4,46
3ª série do Ensino Médio;ESTADUAL;10ª GRE-SOUSA;VIEIROPOLIS;25019740;EEEM MARIA MOREIRA PINTO;4,14;4,11;4,13;0,90;3,71
5º ano do Ensino Fundamental;ESTADUAL;11ª GRE-PRINCESA ISABEL;IMACULADA;25034227;EEEIF DELMIRO DANTAS;6,08;6,10;6,09;0,96;5,83
5º ano do Ensino Fundamental;ESTADUAL;11ª GRE-PRINCESA ISABEL;MANAIRA;25035444;EEEF PROFESSORA ANTONIA DINIZ MAIA;5,91;6,17;6,04;0,91;5,52
5º ano do Ensino Fundamental;ESTADUAL;11ª GRE-PRINCESA ISABEL;PRINCESA ISABEL;25036297;EEEIF PROFESSORA IRACEMA MARQUES DE LIMA;6,48;6,84;6,66;0,95;6,33
5º ano do Ensino Fundamental;ESTADUAL;11ª GRE-PRINCESA ISABEL;PRINCESA ISABEL;25037129;EEEF MARCAL LIMA NETO;4,48;4,82;4,65;0,89;4,15
9º ano do Ensino Fundamental;ESTADUAL;11ª GRE-PRINCESA ISABEL;AGUA BRANCA;25033204;EEEFM JOSE NOMINANDO;4,49;4,63;4,56;0,80;3,64
9º ano do Ensino Fundamental;ESTADUAL;11ª GRE-PRINCESA ISABEL;IMACULADA;25034200;EEEFM MARIA DO SOCORRO RAMALHO QUIRINO;4,93;5,33;5,13;0,74;3,79
9º ano do Ensino Fundamental;ESTADUAL;11ª GRE-PRINCESA ISABEL;IMACULADA;25034219;EEEFM SANTA CATARINA;3,32;3,82;3,57;0,83;2,97
9º ano do Ensino Fundamental;ESTADUAL;11ª GRE-PRINCESA ISABEL;JURU;25034820;EEEFM AMERICA FLORENTINO;5,24;5,44;5,34;0,70;3,74
9º ano do Ensino Fundamental;ESTADUAL;11ª GRE-PRINCESA ISABEL;MANAIRA;25036017;ENE MONS SEBASTIAO RABELO;3,52;4,32;3,92;0,68;2,66
9º ano do Ensino Fundamental;ESTADUAL;11ª GRE-PRINCESA ISABEL;PRINCESA ISABEL;25036343;EEEFM MINISTRO ALCIDES VIEIRA CARNEIRO;4,81;4,96;4,88;0,63;3,07
9º ano do Ensino Fundamental;ESTADUAL;11ª GRE-PRINCESA ISABEL;SAO JOSE DE PRINCESA;25037137;EEEFM DEP NOMINANDO MUNIZ DINIZ;4,31;4,40;4,36;0,82;3,59
9º ano do Ensino Fundamental;ESTADUAL;11ª GRE-PRINCESA ISABEL;TAVARES;25037226;EEEFM ADRIANO FEITOSA;5,67;5,59;5,63;0,73;4,11
3ª série do Ensino Médio;ESTADUAL;11ª GRE-PRINCESA ISABEL;AGUA BRANCA;25033204;EEEFM JOSE NOMINANDO;4,59;4,46;4,52;0,84;3,80
3ª série do Ensino Médio;ESTADUAL;11ª GRE-PRINCESA ISABEL;IMACULADA;25034200;EEEFM MARIA DO SOCORRO RAMALHO QUIRINO;4,18;3,93;4,05;0,85;3,45
3ª série do Ensino Médio;ESTADUAL;11ª GRE-PRINCESA ISABEL;IMACULADA;25034219;EEEFM SANTA CATARINA;3,13;3,19;3,16;0,78;2,46
3ª série do Ensino Médio;ESTADUAL;11ª GRE-PRINCESA ISABEL;JURU;25034839;EEEM D ARLINDA P DA SILVA;4,71;4,99;4,85;0,85;4,11
3ª série do Ensino Médio;ESTADUAL;11ª GRE-PRINCESA ISABEL;MANAIRA;25036017;ENE MONS SEBASTIAO RABELO;4,36;4,41;4,38;0,77;3,39
3ª série do Ensino Médio;ESTADUAL;11ª GRE-PRINCESA ISABEL;PRINCESA ISABEL;25036300;EEEFN GAMA E MELO;3,88;3,61;3,75;0,55;2,05
3ª série do Ensino Médio;ESTADUAL;11ª GRE-PRINCESA ISABEL;PRINCESA ISABEL;25036335;EEEB NOSSA SENHORA DO BOM CONSELHO;5,06;5,01;5,04;0,91;4,57
3ª série do Ensino Médio;ESTADUAL;11ª GRE-PRINCESA ISABEL;SAO JOSE DE PRINCESA;25037137;EEEFM DEP NOMINANDO MUNIZ DINIZ;3,94;4,35;4,14;0,86;3,58
3ª série do Ensino Médio;ESTADUAL;11ª GRE-PRINCESA ISABEL;TAVARES;25037226;EEEFM ADRIANO FEITOSA;5,03;5,41;5,22;0,71;3,72
3ª série do Ensino Médio;ESTADUAL;11ª GRE-PRINCESA ISABEL;TAVARES;25037234;EEEFM POVOADO SILVESTRE;5,25;4,93;5,09;0,93;4,71
5º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;GURINHEM;25080407;EEEFM JOAO RIBEIRO;4,58;4,35;4,46;0,95;4,22
5º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;INGA;25080873;EEEIF ABEL DA SILVA;3,73;3,70;3,71;0,93;3,47
5º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;RIACHAO DO BACAMARTE;25081349;EEEFM ADAUTO CABRAL DE VASCONCELOS;3,91;3,56;3,73;1,00;3,73
5º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;ITABAIANA;25081411;EEEF PROFª ODETE MENDES N OLIVEIRA;4,51;5,44;4,98;0,92;4,58
5º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;ITABAIANA;25081438;EEE F DR JOAO FLORENTINO MEIRA DE VASCONCELOS;5,48;5,19;5,34;0,96;5,12
5º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;ITABAIANA;25081454;EEEF JOAO FAGUNDES DE OLIVEIRA;5,42;5,77;5,60;0,97;5,45
5º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;ITABAIANA;25081462;EEEF PROFº MENDONCA;5,13;4,69;4,91;0,91;4,45
5º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;SALGADO DE SAO FELIX;25082973;EEEF MARIA DE MELO;4,40;4,22;4,31;1,00;4,31
5º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;JURIPIRANGA;25088793;EEEF DEMETRIO TOLEDO;5,17;5,16;5,16;0,92;4,76
5º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;SAO JOSE DOS RAMOS;25089242;EEEFM JOCELYN VELLOSO BORGES;4,39;3,89;4,14;0,92;3,79
5º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;PILAR;25089269;EEEF MARIA ALVES DE BRITO;4,79;4,96;4,87;0,92;4,47
5º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;PILAR;25089293;EEEF DR JOSE MARIA;4,42;4,38;4,40;0,91;3,99
5º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;SAO MIGUEL DE TAIPU;25089552;EEEFM MARIA LINS;4,50;3,96;4,23;0,77;3,24
5º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;SAO MIGUEL DE TAIPU;25089560;EEEFM SEVERINA DE HOLANDA CAVALCANTI;-;-;-;1,00;-
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;CALDAS BRANDAO;25080261;EEEFM MANOEL AVELINO DE PAIVA;4,76;4,48;4,62;0,61;2,80
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;CALDAS BRANDAO;25080270;EEEFM DE CALDAS BRANDAO;4,22;3,74;3,98;0,84;3,33
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;GURINHEM;25080407;EEEFM JOAO RIBEIRO;3,76;4,01;3,88;0,80;3,09
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;INGA;25080881;EEEF PROFESSOR RANGEL;4,02;4,25;4,14;0,48;1,99
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;RIACHAO DO BACAMARTE;25081349;EEEFM ADAUTO CABRAL DE VASCONCELOS;3,74;4,06;3,90;0,79;3,10
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;ITABAIANA;25081411;EEEF PROFª ODETE MENDES N OLIVEIRA;4,34;3,97;4,15;0,79;3,30
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;ITABAIANA;25081420;EEEF PROFº MACIEL;3,13;3,16;3,15;0,50;1,56
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;ITABAIANA;25081438;EEE F DR JOAO FLORENTINO MEIRA DE VASCONCELOS;4,00;4,37;4,18;0,70;2,94
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;ITABAIANA;25081454;EEEF JOAO FAGUNDES DE OLIVEIRA;5,13;4,69;4,91;0,88;4,31
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;ITABAIANA;25081462;EEEF PROFº MENDONCA;4,07;4,09;4,08;0,69;2,82
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;JUAREZ TAVORA;25082272;EEEFM DOM ADAUTO;4,79;4,37;4,58;0,72;3,31
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;MOGEIRO;25082493;EEEFM OTAVIA SILVEIRA;4,67;4,39;4,53;0,67;3,06
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;SALGADO DE SAO FELIX;25082922;EEEFM ANA RIBEIRO;3,94;3,85;3,90;0,51;2,00
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;SALGADO DE SAO FELIX;25082949;EEEFM ARNALDO MAROJA;3,92;3,84;3,88;0,67;2,59
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;SALGADO DE SAO FELIX;25082957;EEEFM DE DOIS RIACHOS;4,01;4,16;4,09;0,72;2,93
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;SALGADO DE SAO FELIX;25082973;EEEF MARIA DE MELO;4,33;3,79;4,06;0,91;3,70
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;JURIPIRANGA;25088793;EEEF DEMETRIO TOLEDO;5,20;4,93;5,06;0,79;3,98
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;SAO JOSE DOS RAMOS;25089242;EEEFM JOCELYN VELLOSO BORGES;4,29;4,09;4,19;0,93;3,90
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;PILAR;25089250;EEEFM JOSE LINS DO REGO;4,52;4,77;4,65;0,66;3,08
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;PILAR;25089269;EEEF MARIA ALVES DE BRITO;4,20;4,84;4,52;0,80;3,60
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;SAO MIGUEL DE TAIPU;25089552;EEEFM MARIA LINS;4,75;4,39;4,57;0,75;3,43
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;SAO MIGUEL DE TAIPU;25089560;EEEFM SEVERINA DE HOLANDA CAVALCANTI;4,62;3,81;4,22;0,88;3,72
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;PEDRAS DE FOGO;25100696;EEEFM JOAO URSULO;5,64;5,37;5,51;0,59;3,26
9º ano do Ensino Fundamental;ESTADUAL;12ª GRE-ITABAIANA;PEDRAS DE FOGO;25117521;EEEFM PROF GETULIO CESAR RODRIGUES GUEDES;4,23;4,46;4,35;0,74;3,21
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;CALDAS BRANDAO;25080261;EEEFM MANOEL AVELINO DE PAIVA;4,61;3,88;4,24;0,75;3,19
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;CALDAS BRANDAO;25080270;EEEFM DE CALDAS BRANDAO;3,95;3,67;3,81;0,83;3,15
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;GURINHEM;25080407;EEEFM JOAO RIBEIRO;3,56;3,39;3,47;0,80;2,77
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;INGA;25080849;EEEFM LUIZ GONZAGA BURITY;4,62;4,02;4,32;0,60;2,59
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;RIACHAO DO BACAMARTE;25081349;EEEFM ADAUTO CABRAL DE VASCONCELOS;4,03;4,23;4,13;0,82;3,40
3ª série do Ensino Médio;ESTADUAL;12ª GRE-ITABAIANA;ITABAIANA;25081403;EEEFM DR ANTONIO BATISTA SANTIAGO;3,93;3,81;3,87;0,63;2,45
